D 10:35:38.1340260 PowerTaskList.DebugPrintPower() -     CREATE_GAME
D 10:35:38.1414460 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=30
D 10:35:38.1415160 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=31 zone=DECK zonePos=0 cardId= player=1] CardID=
D 10:35:38.1415730 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1416190 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 10:35:38.1416650 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=31
D 10:35:38.1417390 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=32 zone=DECK zonePos=0 cardId= player=1] CardID=
D 10:35:38.1417970 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1418600 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 10:35:38.1419080 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=32
D 10:35:38.1419770 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=33 zone=DECK zonePos=0 cardId= player=1] CardID=
D 10:35:38.1420470 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1420960 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 10:35:38.1421430 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=33
D 10:35:38.1422140 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=34 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1422680 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1423140 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1423610 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=34
D 10:35:38.1424310 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=35 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1424860 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1425320 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1425800 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=35
D 10:35:38.1426480 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=36 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1427390 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1427850 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1428300 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=36
D 10:35:38.1428970 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=37 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1429560 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1430010 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1430520 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=37
D 10:35:38.1431240 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=38 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1431810 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1432280 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1432740 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=38
D 10:35:38.1433420 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=39 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1433970 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1434430 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1434880 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=39
D 10:35:38.1435590 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=40 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1436160 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1436620 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1437120 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=40
D 10:35:38.1437780 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=41 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1438340 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1438800 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1439250 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=41
D 10:35:38.1439940 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=42 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1440690 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1441170 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1441650 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=42
D 10:35:38.1442380 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=43 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1442940 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1443400 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1443880 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=43
D 10:35:38.1444620 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=44 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1445180 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1445640 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1446100 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=44
D 10:35:38.1446780 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=45 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1447360 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1447840 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1448290 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=45
D 10:35:38.1448990 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=46 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1449600 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1450060 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1450520 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=46
D 10:35:38.1451260 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=47 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1451830 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1452280 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1452750 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=47
D 10:35:38.1453530 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=48 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1454110 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1454590 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1455070 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=48
D 10:35:38.1455740 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=49 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1456290 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1456780 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1457240 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=49
D 10:35:38.1457950 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=50 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1458520 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1458970 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1459430 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=50
D 10:35:38.1460350 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=51 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1460970 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1461430 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1461910 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=51
D 10:35:38.1462640 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=52 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1463380 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1463850 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1464330 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=52
D 10:35:38.1465030 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=53 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1465600 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1466090 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1466540 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=53
D 10:35:38.1467220 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=54 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1467810 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1468260 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1468730 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=54
D 10:35:38.1469410 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=55 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1469970 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1470430 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1470910 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=55
D 10:35:38.1471650 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=56 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1472210 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1472670 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1473140 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=56
D 10:35:38.1473820 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=57 zone=DECK zonePos=0 cardId= player=2] CardID=
D 10:35:38.1474390 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 10:35:38.1474860 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 10:35:38.1475350 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=57
